1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
661,589.0,3.0,2.0,0,2,661,,552,2,1985.0,1250,3,5362,53.0,0.0,0,6,5,661,,1910,2003,139000
928,992.0,4.0,2.0,220,4,708,0.0,400,1,1948.0,1920,3,11345,95.0,567.0,0,5,5,928,0.0,1948,1950,137000
735,660.0,3.0,2.0,593,5,130,,497,2,1972.0,1395,3,12936,,0.0,116,6,6,723,,1972,1972,162000
1724,0.0,3.0,4.0,528,6,1152,,480,3,1967.0,1724,3,17871,,359.0,0,5,6,1680,,1967,1976,197900
1128,903.0,3.0,2.0,804,7,324,,577,1,2002.0,2031,4,9473,75.0,,211,5,8,1128,0.0,2002,2002,237000
698,430.0,2.0,2.0,0,2,698,,528,3,1980.0,1128,3,7500,60.0,0.0,0,4,4,698,,1920,1950,68400
1573,0.0,3.0,2.0,788,7,785,,544,3,2002.0,1573,4,9808,67.0,110.0,72,5,7,1573,0.0,2002,2002,227000
1339,0.0,,2.0,1053,6,256,,484,4,1990.0,1339,3,8049,50.0,54.0,58,5,7,1309,0.0,1990,1990,180000
1040,0.0,3.0,3.0,532,3,364,,484,2,1977.0,1040,4,8800,61.0,0.0,0,7,5,1040,,1977,2008,150500
912,912.0,4.0,4.0,0,2,912,,0,1,,1824,3,9400,94.0,0.0,0,5,6,912,,1971,1971,139000
1699,748.0,4.0,2.0,0,2,804,42.0,336,2,1969.0,2447,4,9638,50.0,0.0,0,7,6,804,,1919,1990,169000
825,587.0,4.0,2.0,0,2,780,,280,2,1939.0,1412,3,6000,50.0,0.0,0,6,6,780,,1939,1950,132500
1328,0.0,3.0,2.0,569,6,678,,528,2,1963.0,1328,3,9790,,451.0,26,5,6,1328,,1963,1963,143000
1582,0.0,4.0,4.0,812,4,812,0.0,390,2,1964.0,1582,3,36500,,621.0,198,5,5,1624,168.0,1964,1964,190000
1659,0.0,2.0,2.0,1158,7,343,,499,4,2000.0,1659,5,5664,40.0,0.0,59,5,8,1501,,2000,2000,278000
1120,850.0,3.0,3.0,0,2,1085,,753,4,2006.0,1970,5,11065,86.0,788.0,74,5,8,1085,,2006,2006,281000
1152,0.0,3.0,4.0,1014,7,138,,484,3,1964.0,1152,3,14112,,86.0,0,7,5,1152,,1964,1964,180500
630,672.0,3.0,2.0,231,6,399,,264,2,1972.0,1302,3,1680,21.0,268.0,0,7,5,630,,1972,1972,119500
1378,994.0,4.0,2.0,0,2,994,,432,3,1985.0,2372,3,6600,60.0,0.0,287,4,5,994,,1892,1965,107500
832,832.0,4.0,2.0,194,7,638,,528,3,1976.0,1664,3,10140,78.0,0.0,28,5,7,832,,1976,1976,162900
864,0.0,2.0,2.0,167,4,697,,572,2,1957.0,864,3,8172,60.0,0.0,0,7,5,864,,1955,1990,115000
1052,0.0,3.0,4.0,1016,1,36,,288,3,1968.0,1052,3,8400,70.0,168.0,0,5,5,1052,356.0,1968,1968,138500
1128,0.0,3.0,3.0,776,6,344,,525,3,1963.0,1128,3,8700,80.0,148.0,20,6,5,1120,,1963,1963,155000
1072,0.0,2.0,5.0,547,7,0,,525,4,2005.0,1072,3,3675,35.0,82.0,44,5,6,547,,2005,2006,140000
4692,950.0,3.0,5.0,5644,7,466,,1418,4,2008.0,5642,5,63887,313.0,796.0,292,5,10,6110,,2008,2008,160000
1246,0.0,3.0,2.0,340,3,0,,305,3,1959.0,1246,4,7500,75.0,0.0,0,7,5,1246,,1959,1994,154000
1005,978.0,3.0,2.0,694,7,284,,490,4,1999.0,1983,4,10762,,344.0,0,5,7,978,,1999,1999,225000
753,741.0,3.0,2.0,547,5,224,,213,2,1942.0,1494,4,7500,,0.0,0,7,6,771,,1942,1950,177500
1203,1323.0,4.0,2.0,740,7,425,,844,1,1994.0,2526,4,10120,92.0,391.0,78,5,8,1165,,1994,1994,290000
1616,0.0,3.0,4.0,0,2,1616,0.0,834,3,2005.0,1616,4,8688,73.0,228.0,59,5,7,1616,,2005,2005,232000
976,732.0,3.0,2.0,0,2,976,,380,1,2004.0,1708,4,3363,32.0,117.0,40,5,7,976,,2004,2004,130000
1652,0.0,2.0,2.0,1572,7,80,0.0,840,4,2006.0,1652,5,13173,108.0,300.0,102,5,9,1652,,2006,2007,325000
1368,0.0,2.0,2.0,0,2,1368,,474,3,2005.0,1368,4,6955,48.0,94.0,35,5,7,1368,,2005,2006,202500
990,0.0,3.0,2.0,746,6,244,,480,2,2000.0,990,3,8072,60.0,0.0,64,5,5,990,,1994,1995,138000
1122,,2.0,2.0,144,7,172,,528,2,1948.0,1122,4,12000,100.0,0.0,36,7,5,924,,1948,2005,147000
1294,0.0,3.0,2.0,1200,7,78,,496,1,1991.0,1294,4,7153,,88.0,51,5,6,1278,,1991,1991,179200
1902,0.0,3.0,4.0,1406,7,496,,567,4,1959.0,1902,5,17500,100.0,0.0,207,8,7,1902,0.0,1959,2002,335000
1274,0.0,3.0,2.0,925,7,349,,508,1,2005.0,1274,4,8814,68.0,80.0,98,5,7,1274,,2005,2007,203000
1453,1357.0,4.0,2.0,482,7,971,,750,3,1990.0,2810,4,9572,,336.0,0,5,8,1453,,1990,1990,302000
1422,1177.0,4.0,2.0,0,2,1393,,779,4,1999.0,2599,4,14774,108.0,165.0,30,5,9,1393,,1999,1999,333168
948,0.0,3.0,2.0,732,4,216,,280,1,1956.0,948,3,8190,60.0,0.0,36,6,4,948,,1954,1954,119000
1092,1020.0,4.0,3.0,500,6,176,,576,2,1969.0,2112,3,11075,85.0,0.0,0,5,6,952,,1969,1969,206900
1630,0.0,3.0,5.0,0,2,1622,,860,3,2008.0,1630,5,10226,61.0,270.0,42,5,8,1622,,2008,2008,295493
1352,0.0,2.0,2.0,0,2,1352,,466,1,2006.0,1352,4,4230,47.0,0.0,241,5,7,1352,,2006,2007,208900
1787,0.0,3.0,5.0,0,1,1753,,748,3,2001.0,1787,4,14781,,178.0,150,5,8,1753,,2001,2002,275000
948,0.0,3.0,2.0,492,6,372,,248,2,1954.0,948,3,10215,75.0,132.0,0,5,4,864,,1954,1954,111000
1478,0.0,3.0,2.0,189,6,628,,442,3,1957.0,1478,3,8400,70.0,0.0,0,3,6,1478,,1957,1957,156500
720,,2.0,1.0,0,1,0,,287,2,1955.0,720,3,6627,,0.0,0,6,3,0,,1949,1950,72500
1061,862.0,3.0,2.0,674,7,76,0.0,564,3,1992.0,1923,4,10186,107.0,0.0,39,5,7,750,,1992,1992,190000
708,0.0,2.0,2.0,280,3,140,,0,1,,708,2,5330,50.0,0.0,0,7,4,420,164.0,1940,1950,82500
1795,0.0,2.0,4.0,0,2,1795,,895,3,2007.0,1795,4,9986,75.0,428.0,49,5,8,1795,,2006,2007,147000
796,0.0,2.0,2.0,0,2,796,,0,1,,796,3,3636,40.0,0.0,0,4,4,796,0.0,1922,1950,55000
774,0.0,3.0,2.0,544,4,0,286.0,0,1,,774,4,4270,70.0,0.0,0,6,3,544,,1931,2006,79000
816,0.0,3.0,2.0,641,6,175,,264,2,1982.0,816,4,6600,60.0,0.0,0,9,5,816,,1982,2008,130500
1584,1208.0,,2.0,493,3,1017,,520,2,1920.0,2792,3,10440,60.0,0.0,547,7,6,1510,,1920,1950,256000
955,,3.0,2.0,0,2,935,,462,4,1998.0,1632,3,9084,63.0,0.0,28,5,7,935,,1998,1998,176500
1588,0.0,3.0,4.0,0,2,1588,,825,1,2006.0,1588,4,10000,85.0,410.0,45,5,8,1588,,2006,2006,227000
954,0.0,3.0,4.0,483,6,428,0.0,576,2,1976.0,954,3,10780,55.0,0.0,0,5,5,911,0.0,1976,1976,132500
816,0.0,2.0,3.0,690,6,126,,288,2,1958.0,816,3,8877,67.0,0.0,0,6,4,816,,1938,1958,100000
803,557.0,2.0,2.0,0,2,803,,297,1,1951.0,1360,4,7200,60.0,0.0,65,6,5,803,,1938,1995,125500
765,600.0,3.0,2.0,765,3,0,,440,2,1970.0,1365,3,2368,24.0,312.0,36,6,5,765,,1970,1970,125000
1334,0.0,2.0,2.0,686,6,664,,630,3,1977.0,1334,3,9650,80.0,360.0,16,5,6,1350,,1977,1977,167900
1656,0.0,4.0,2.0,0,2,1656,,506,2,1973.0,1656,3,9246,87.0,564.0,211,5,5,1656,,1973,1973,135000
693,0.0,2.0,2.0,0,1,693,0.0,0,1,,693,2,4118,153.0,0.0,20,4,4,693,,1941,1950,52500
920,941.0,3.0,2.0,700,7,216,,492,3,2002.0,1861,4,13450,95.0,0.0,91,5,7,916,,2002,2002,200000
864,0.0,3.0,3.0,360,4,504,,288,3,1972.0,864,3,9560,120.0,0.0,0,7,5,864,,1972,1972,128500
872,0.0,3.0,2.0,0,2,858,,480,2,1974.0,872,3,8294,70.0,0.0,0,5,4,858,,1971,1971,123000
1114,0.0,,2.0,814,7,300,,576,2,2004.0,1114,4,13695,66.0,0.0,78,5,6,1114,,2003,2004,155000
1284,885.0,3.0,2.0,0,1,1284,,647,3,2002.0,2169,4,9375,,149.0,87,5,8,1284,,2002,2002,228500
1172,741.0,3.0,2.0,0,2,896,,342,1,1929.0,1913,3,7558,57.0,0.0,0,6,6,896,,1928,1950,177000
728,728.0,3.0,2.0,0,2,728,,440,4,2006.0,1456,4,11103,85.0,0.0,0,5,7,728,,2006,2006,155835
960,0.0,2.0,2.0,250,6,710,,308,2,1997.0,960,2,6000,50.0,0.0,0,4,4,960,0.0,1920,1950,108500
2156,0.0,3.0,2.0,297,5,1203,0.0,508,3,1968.0,2156,3,20781,,0.0,80,7,7,1568,,1968,2003,262500
1776,0.0,3.0,5.0,80,7,1652,,712,4,2006.0,1776,4,15306,93.0,100.0,0,5,8,1732,,2006,2007,283463
1494,,3.0,5.0,1443,7,39,,514,3,1998.0,1494,4,16196,,0.0,25,5,7,1482,,1998,1998,215000
938,1215.0,4.0,2.0,259,3,425,,0,1,,2358,3,5250,50.0,0.0,54,5,8,684,,1872,1987,122000
1338,1296.0,6.0,2.0,500,3,748,,968,1,1969.0,2634,3,11643,91.0,368.0,0,5,5,1248,,1969,1969,200000
858,858.0,4.0,2.0,319,4,539,,490,4,1962.0,1716,3,9247,70.0,318.0,84,6,6,858,,1962,1962,171000
786,390.0,2.0,2.0,0,2,698,,624,2,1999.0,1176,3,6000,50.0,0.0,0,9,6,698,,1937,2000,134900
2053,1185.0,4.0,4.0,816,1,1217,,666,4,1996.0,3238,4,14720,56.0,579.0,86,5,8,2033,,1995,1996,410000
992,873.0,3.0,2.0,735,7,257,,839,1,2000.0,1865,4,10316,,0.0,184,5,7,992,,2000,2000,235000
1222,698.0,4.0,2.0,0,2,570,,487,3,1968.0,1920,4,10192,102.0,143.0,98,6,7,570,,1968,1992,170000
892,0.0,3.0,2.0,340,4,524,,264,3,1966.0,892,3,9477,,65.0,0,5,5,864,,1966,1966,110000
1078,0.0,3.0,2.0,734,7,344,,500,4,1971.0,1078,3,12537,,0.0,0,6,5,1078,,1971,2008,149900
769,804.0,3.0,2.0,378,7,378,,440,2,2000.0,1573,4,2117,,216.0,32,5,6,756,,2000,2000,177500
1980,0.0,3.0,4.0,1447,7,533,0.0,770,4,2004.0,1980,5,16737,129.0,66.0,45,5,9,1980,,2004,2005,315000
990,1611.0,4.0,2.0,0,2,612,,621,3,1998.0,2601,3,9842,51.0,0.0,0,6,5,612,,1921,1998,189000
1530,0.0,,4.0,1274,6,256,,430,4,2005.0,1530,4,16158,124.0,16.0,36,5,7,1530,,2005,2005,260000
1281,457.0,4.0,2.0,0,2,715,,368,2,1920.0,1738,3,12513,,0.0,0,4,4,715,,1920,2007,104900
616,796.0,3.0,2.0,0,2,616,,432,4,2007.0,1412,4,8499,73.0,0.0,36,5,6,616,,2006,2007,156932
520,600.0,2.0,2.0,0,2,600,,480,3,2005.0,1200,4,3180,30.0,0.0,166,5,7,600,,2005,2005,144152
814,860.0,3.0,2.0,533,7,281,,663,3,2000.0,1674,4,7500,,0.0,96,5,7,814,,2000,2000,216000
882,908.0,3.0,2.0,633,7,240,,588,3,1999.0,1790,4,9179,68.0,158.0,88,5,7,873,,1999,1999,193000
925,550.0,4.0,2.0,548,6,36,,336,3,1977.0,1475,3,2665,41.0,0.0,26,6,5,757,,1977,1977,127000
848,0.0,1.0,4.0,685,7,163,,420,4,2003.0,848,4,4435,,170.0,0,5,6,848,,2003,2004,144000
1668,0.0,3.0,4.0,370,5,315,,502,4,2003.0,1668,4,10635,48.0,171.0,262,5,8,1657,,2003,2003,232000
840,534.0,2.0,2.0,315,6,420,,338,4,1967.0,1374,3,5400,90.0,0.0,0,6,4,840,,1920,1950,105000
1661,0.0,3.0,4.0,831,5,161,,377,3,1955.0,1661,4,9600,80.0,0.0,28,6,6,992,0.0,1955,1996,165500
1108,989.0,,4.0,975,7,133,,583,3,1998.0,2097,4,9750,75.0,0.0,170,6,7,1108,,1998,1998,274300
2633,0.0,2.0,5.0,1282,7,1351,,804,3,2001.0,2633,5,11400,,705.0,140,5,10,2633,,2001,2002,466500
1026,932.0,3.0,2.0,0,2,1026,,936,4,2005.0,1958,4,10625,85.0,0.0,210,5,7,1026,,2005,2005,250000
1571,0.0,3.0,5.0,0,1,1571,,722,4,2007.0,1571,4,10991,89.0,80.0,36,5,8,1571,,2007,2007,239000
790,0.0,2.0,3.0,384,1,384,,160,2,1925.0,790,3,6292,52.0,0.0,141,5,6,768,,1930,1950,91000
984,620.0,3.0,2.0,408,1,156,0.0,660,2,1977.0,1604,3,10998,60.0,0.0,68,5,5,984,,1941,1960,117000
483,504.0,2.0,2.0,309,5,174,,264,2,1973.0,987,3,1953,21.0,408.0,0,5,6,483,,1973,1973,83000
754,640.0,3.0,2.0,0,1,384,,400,4,2007.0,1394,4,9735,73.0,0.0,0,5,5,384,,2006,2007,167500
864,0.0,2.0,2.0,203,4,661,,200,2,1938.0,864,3,8212,45.0,0.0,0,3,3,864,,1914,1950,58500
2117,0.0,4.0,3.0,865,5,340,0.0,550,4,1970.0,2117,3,12925,,0.0,42,7,6,1205,0.0,1970,1970,237500
998,764.0,4.0,2.0,0,2,596,,576,2,1989.0,1762,4,7200,60.0,0.0,0,7,7,596,,1920,1950,157000
1416,0.0,3.0,2.0,0,2,816,,576,2,2007.0,1416,4,25339,,0.0,0,7,5,816,,1918,2007,112000
698,560.0,2.0,3.0,204,4,356,,280,2,1939.0,1258,3,9060,60.0,0.0,0,5,6,560,,1939,1950,105000
796,358.0,3.0,2.0,735,5,61,,240,2,1922.0,1154,4,5436,40.0,0.0,96,8,4,796,,1922,2007,125500
1392,1392.0,5.0,2.0,790,1,133,,564,3,1978.0,2784,4,16692,80.0,184.0,112,5,7,1392,,1978,1978,250000
1664,862.0,5.0,2.0,168,4,0,,216,2,1916.0,2526,4,8520,60.0,0.0,15,7,6,714,,1916,1950,136000
1746,0.0,3.0,5.0,1320,7,426,,758,4,2006.0,1746,5,14892,42.0,160.0,39,5,9,1746,,2006,2007,377500
869,349.0,3.0,2.0,375,6,360,,440,2,2003.0,1218,3,6000,60.0,0.0,0,6,6,735,,1941,1950,131000
1525,0.0,3.0,4.0,1400,7,125,,541,3,2000.0,1525,4,9100,70.0,244.0,36,5,7,1525,,2000,2000,235000
1584,0.0,4.0,2.0,0,2,1584,,792,2,1967.0,1584,3,8944,65.0,0.0,152,5,5,1584,0.0,1967,1967,124000
900,0.0,3.0,4.0,769,6,95,,288,3,1967.0,900,3,7838,68.0,0.0,144,5,5,864,,1967,1967,123000
1221,691.0,3.0,2.0,0,2,482,,672,2,2003.0,1912,3,10800,60.0,0.0,25,7,6,482,,1905,2000,163000
1500,0.0,,4.0,1070,7,286,,648,4,2006.0,1500,4,4045,53.0,45.0,20,5,7,1356,,2006,2006,246578
1133,1349.0,4.0,5.0,0,2,1094,,642,4,2005.0,2482,4,12665,88.0,245.0,39,5,8,1094,,2005,2006,281213
1687,0.0,3.0,4.0,353,5,60,50.0,572,1,1966.0,1687,3,57200,,0.0,0,5,5,747,,1948,1950,160000
939,574.0,4.0,3.0,0,2,939,,180,2,1933.0,1513,3,6120,51.0,0.0,0,8,5,939,24.0,1920,2004,137500
1136,768.0,3.0,2.0,180,4,676,,240,2,1950.0,1904,3,7200,60.0,0.0,0,4,5,1208,,1950,1982,138000
1160,448.0,3.0,2.0,264,5,712,0.0,216,2,1925.0,1608,4,6171,51.0,0.0,16,6,6,976,147.0,1925,1990,137450
950,208.0,3.0,2.0,0,2,862,,208,3,1929.0,1158,3,6000,50.0,0.0,0,7,6,862,,1929,1950,120000
864,729.0,3.0,2.0,759,7,80,,398,1,2004.0,1593,3,7415,62.0,0.0,75,5,6,839,,2004,2004,193000
1294,,2.0,4.0,0,2,1286,,662,3,2006.0,1294,4,6762,64.0,0.0,55,5,7,1286,,2006,2006,193879
1464,0.0,3.0,5.0,929,7,556,,754,2,2007.0,1464,4,15256,49.0,84.0,160,5,8,1485,,2007,2007,282922
694,,3.0,2.0,0,2,672,,936,2,1998.0,1214,3,10410,60.0,0.0,0,4,3,672,,1915,1950,105000
1646,0.0,2.0,5.0,1373,7,221,0.0,482,4,2004.0,1646,4,3842,44.0,174.0,53,5,8,1594,,2004,2005,275000
768,0.0,2.0,4.0,656,7,112,,396,2,1988.0,768,3,8445,70.0,0.0,0,7,5,768,,1972,2007,133000
833,0.0,3.0,2.0,625,1,208,,0,1,,833,3,8780,,0.0,0,5,5,833,,1985,1985,112000
741,622.0,3.0,2.0,0,1,622,,528,2,1966.0,1363,3,7740,60.0,0.0,0,7,4,622,0.0,1910,1950,125500
1236,857.0,3.0,2.0,0,2,791,,542,4,1986.0,2093,3,20544,46.0,123.0,63,6,7,791,,1986,1991,215000
944,896.0,3.0,2.0,666,7,278,,622,3,2001.0,1840,4,12420,79.0,0.0,45,5,7,944,,2001,2001,230000
1112,,3.0,2.0,120,5,736,,271,2,1950.0,1668,3,9600,80.0,0.0,0,8,6,856,,1950,2005,140000
1040,0.0,2.0,1.0,0,1,0,,420,2,1956.0,1040,3,7200,60.0,0.0,0,5,4,0,,1949,1950,90000
1844,0.0,2.0,2.0,976,7,868,,620,4,2005.0,1844,4,10994,88.0,366.0,44,5,8,1844,,2005,2006,257000
1053,795.0,4.0,2.0,0,2,833,,370,2,1922.0,1848,4,13053,64.0,0.0,0,7,6,833,,1923,2000,207000
1569,0.0,1.0,2.0,988,1,398,,660,1,2007.0,1569,4,3635,51.0,130.0,20,5,7,1386,,2007,2007,175900
1246,1044.0,4.0,2.0,0,2,777,,560,2,1971.0,2290,3,11340,60.0,0.0,0,6,4,777,,1885,1950,122500
1310,1140.0,3.0,3.0,781,7,503,,1069,4,1998.0,2450,4,16545,,731.0,126,5,8,1284,,1998,1998,340000
1144,0.0,3.0,2.0,25,5,247,,336,2,1962.0,1144,3,9204,71.0,0.0,88,5,5,1144,,1963,1963,124000
1844,0.0,3.0,4.0,1110,4,734,216.0,540,3,1969.0,1844,4,16381,,312.0,73,5,6,1844,0.0,1969,1969,223000
708,708.0,3.0,2.0,404,6,304,,776,3,1968.0,1416,3,11700,90.0,420.0,169,6,6,708,,1968,1968,179900
1069,0.0,2.0,2.0,360,6,709,,440,3,1977.0,1069,3,4043,53.0,0.0,55,5,6,1069,,1977,1977,127500
848,0.0,1.0,4.0,686,7,162,,420,4,2003.0,848,4,4435,37.0,170.0,0,5,6,848,140.0,2003,2003,136500
1575,626.0,4.0,4.0,0,1,697,,432,2,1966.0,2201,4,19690,,0.0,236,7,6,697,,1966,1966,274970
1344,0.0,2.0,2.0,457,6,193,,484,2,1970.0,1344,3,9503,,0.0,28,5,5,1024,,1958,1983,144000
1252,0.0,3.0,2.0,0,2,1252,,528,2,1960.0,1252,4,10721,80.0,243.0,39,6,6,1252,,1959,1959,142000
1223,904.0,3.0,2.0,1000,7,223,,525,3,1994.0,2127,4,10944,81.0,448.0,132,5,7,1223,,1994,1994,271000
1048,,3.0,2.0,580,5,333,,288,2,1962.0,1558,3,10930,60.0,0.0,0,6,5,913,,1945,1950,140000
804,0.0,,2.0,510,5,278,,240,2,1940.0,804,4,7200,60.0,294.0,0,7,5,788,,1940,1992,119000
1440,0.0,3.0,2.0,678,5,762,,467,4,1981.0,1440,4,12546,,310.0,0,7,6,1440,,1981,1981,182900
734,1104.0,4.0,4.0,0,2,732,,372,4,2005.0,1838,3,21930,60.0,0.0,40,5,5,732,,2005,2005,192140
958,0.0,2.0,2.0,958,3,0,,440,3,1976.0,958,3,4928,,0.0,60,6,6,958,0.0,1976,1976,143750
968,0.0,4.0,2.0,0,2,656,0.0,216,2,1928.0,968,3,10800,60.0,0.0,0,6,4,656,,1927,2007,64500
962,830.0,3.0,2.0,0,2,936,,451,4,2000.0,1792,3,10261,93.0,318.0,0,5,6,936,,2000,2000,186500
1126,0.0,3.0,2.0,936,6,190,,484,3,1977.0,1126,3,17400,80.0,0.0,41,5,5,1126,,1977,1977,160000
1537,0.0,3.0,2.0,0,1,1319,,462,3,1962.0,1537,4,8400,80.0,237.0,36,9,6,1319,,1962,2005,174000
864,0.0,3.0,2.0,616,6,248,,528,2,1974.0,864,3,9000,60.0,0.0,0,6,4,864,,1971,1971,120500
1932,0.0,2.0,4.0,1336,7,596,,774,4,2008.0,1932,5,12444,96.0,426.0,66,5,8,1932,,2008,2008,394617
1236,0.0,2.0,2.0,600,7,312,,923,1,1957.0,1236,3,7407,90.0,0.0,158,7,6,912,,1957,1996,149700
1040,685.0,3.0,2.0,315,7,114,,550,3,1979.0,1725,3,11584,80.0,96.0,88,6,7,539,,1979,1979,197000
1423,748.0,3.0,2.0,0,2,588,,672,4,1993.0,2555,3,11526,79.0,0.0,0,7,6,588,,1922,1994,191000
848,0.0,1.0,4.0,697,7,151,,420,3,2004.0,848,4,4426,,147.0,0,5,6,848,,2004,2004,149300
1026,981.0,3.0,4.0,765,7,252,,812,1,2008.0,2007,5,11003,85.0,160.0,52,5,10,1017,,2008,2008,310000
952,0.0,2.0,2.0,0,2,952,,192,2,1916.0,952,2,8854,,0.0,98,6,6,952,,1916,1950,121000
1422,0.0,3.0,4.0,0,2,1422,0.0,626,3,2004.0,1422,4,8500,63.0,106.0,60,5,7,1422,,2004,2004,179600
913,0.0,3.0,5.0,187,3,0,,240,2,1990.0,913,3,8400,70.0,0.0,0,5,6,814,,1966,1966,129000
1188,0.0,3.0,2.0,593,1,595,,312,2,1962.0,1188,3,26142,,189.0,39,7,5,1188,,1962,1962,157900
1220,870.0,3.0,2.0,1079,7,141,,556,3,1995.0,2090,4,10000,80.0,438.0,65,5,8,1220,,1995,1996,240000
796,550.0,2.0,2.0,0,2,560,,384,2,1950.0,1346,3,11767,70.0,0.0,24,7,4,560,,1910,2000,112000
630,0.0,1.0,4.0,553,7,77,,0,1,,630,5,1533,21.0,0.0,0,7,5,630,,1970,1970,92000
896,896.0,4.0,2.0,0,2,896,,0,1,,1792,3,9000,60.0,0.0,45,5,5,896,,1974,1974,136000
1578,0.0,3.0,2.0,0,2,1573,,840,1,2008.0,1578,5,9262,78.0,194.0,36,5,8,1573,,2008,2009,287090
1072,0.0,2.0,5.0,547,7,0,,525,4,2005.0,1072,3,3675,35.0,80.0,28,5,5,547,,2005,2005,145000
1140,0.0,3.0,2.0,0,2,1140,0.0,0,1,,1140,3,17217,90.0,0.0,56,5,5,1140,,2006,2006,84500
1221,0.0,2.0,2.0,410,7,811,0.0,400,3,2004.0,1221,4,7500,62.0,0.0,113,5,7,1221,,2004,2005,185000
953,694.0,3.0,2.0,0,2,953,,460,3,1999.0,1647,3,7917,62.0,0.0,40,5,6,953,0.0,1999,2000,175000
2073,0.0,,2.0,790,6,589,,500,2,1978.0,2073,3,13175,85.0,119.0,0,6,6,1542,,1978,1988,210000
1188,1152.0,4.0,2.0,275,7,877,,252,3,1941.0,2340,4,9042,66.0,0.0,60,9,7,1152,,1941,2006,266500
1078,0.0,2.0,3.0,49,1,0,112.0,240,2,1950.0,1078,4,9717,68.0,0.0,0,6,5,1078,,1950,1996,142125
1256,0.0,3.0,2.0,830,5,136,0.0,276,4,1965.0,1256,3,9937,75.0,0.0,68,6,5,1256,736.0,1965,1965,147500
